Model	Displ	Cyl	Trans	Drive	Fuel	Cert Region	Stnd	Stnd Description	Underhood ID	Veh Class	Air Pollution Score	City MPG	Hwy MPG	Cmb MPG	Greenhouse Gas Score	SmartWay	Comb CO2
CHEVROLET Sonic	1.4	4	Man-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV01.4099	small car	5	27	38	31	7	Yes	285
CHEVROLET Sonic	1.4	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV01.4099	small car	5	26	34	29	6	No	308
CHEVROLET Sonic	1.4	4	SemiAuto-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV01.4099	small car	5	26	34	29	6	No	308
CHEVROLET Sonic 5	1.4	4	Man-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV01.4099	station wagon	5	26	35	29	6	No	301
CHEVROLET Sonic 5	1.4	4	Man-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV01.4099	station wagon	5	26	35	29	6	No	301
CHEVROLET Sonic 5	1.4	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV01.4099	station wagon	5	26	34	29	6	No	308
CHEVROLET Sonic 5	1.4	4	SemiAuto-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV01.4099	station wagon	5	26	34	29	6	No	308
CHEVROLET Spark	1.4	4	CVT	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV01.4050	small car	5	30	38	33	8	Yes	271
CHEVROLET Spark	1.4	4	CVT	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV01.4050	small car	5	30	38	33	8	Yes	271
CHEVROLET Spark	1.4	4	Man-5	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV01.4050	small car	5	29	38	33	8	Yes	273
CHEVROLET Spark	1.4	4	Man-5	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV01.4050	small car	5	29	38	33	8	Yes	273
CHEVROLET Spark Activ	1.4	4	CVT	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV01.4050	small car	5	30	37	33	8	Yes	271
CHEVROLET Spark Activ	1.4	4	CVT	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV01.4050	small car	5	30	37	33	8	Yes	271
CHEVROLET Spark Activ	1.4	4	Man-5	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV01.4050	small car	5	29	37	32	7	Yes	278
CHEVROLET Spark Activ	1.4	4	Man-5	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV01.4050	small car	5	29	37	32	7	Yes	278
CHEVROLET Suburban 1500	5.3	8	Auto-6	2WD	Ethanol/Gas	CA	L3ULEV125	California LEV-III ULEV125	KGMXT05.3382	standard SUV	3	11/15	17/22	13/18	3	No	480/505
CHEVROLET Suburban 1500	5.3	8	Auto-6	2WD	Ethanol/Gas	FA	T3B125	Federal Tier 3 Bin 125	KGMXT05.3382	standard SUV	3	11/15	17/22	13/18	3	No	480/505
CHEVROLET Suburban 1500	5.3	8	Auto-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KGMXT05.3384	standard SUV	3	15	22	18	3	No	505
CHEVROLET Suburban 1500	5.3	8	Auto-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KGMXT05.3384	standard SUV	3	15	22	18	3	No	505
CHEVROLET Suburban 1500	5.3	8	Auto-6	4WD	Ethanol/Gas	CA	L3ULEV125	California LEV-III ULEV125	KGMXT05.3382	standard SUV	3	11/14	16/21	12/16	2	No	510/541
CHEVROLET Suburban 1500	5.3	8	Auto-6	4WD	Ethanol/Gas	FA	T3B125	Federal Tier 3 Bin 125	KGMXT05.3382	standard SUV	3	11/14	16/21	12/16	2	No	510/541
CHEVROLET Suburban 1500	5.3	8	Auto-6	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KGMXT05.3384	standard SUV	3	14	21	16	2	No	541
CHEVROLET Suburban 1500	5.3	8	Auto-6	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KGMXT05.3384	standard SUV	3	14	21	16	2	No	541
CHEVROLET Suburban 1500	6.2	8	Auto-10	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KGMXT06.2374	standard SUV	3	14	23	17	3	No	517
CHEVROLET Suburban 1500	6.2	8	Auto-10	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KGMXT06.2374	standard SUV	3	14	23	17	3	No	517
CHEVROLET Suburban 1500	6.2	8	Auto-10	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KGMXT06.2374	standard SUV	3	14	20	16	2	No	553
CHEVROLET Suburban 1500	6.2	8	Auto-10	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KGMXT06.2374	standard SUV	3	14	20	16	2	No	553
CHEVROLET Tahoe 1500	5.3	8	Auto-6	2WD	Ethanol/Gas	CA	L3ULEV125	California LEV-III ULEV125	KGMXT05.3382	standard SUV	3	11/15	17/22	13/18	3	No	480/505
CHEVROLET Tahoe 1500	5.3	8	Auto-6	2WD	Ethanol/Gas	FA	T3B125	Federal Tier 3 Bin 125	KGMXT05.3382	standard SUV	3	11/15	17/22	13/18	3	No	480/505
CHEVROLET Tahoe 1500	5.3	8	Auto-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KGMXT05.3384	standard SUV	3	15	22	18	3	No	505
CHEVROLET Tahoe 1500	5.3	8	Auto-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KGMXT05.3384	standard SUV	3	15	22	18	3	No	505
CHEVROLET Tahoe 1500	5.3	8	Auto-6	4WD	Ethanol/Gas	CA	L3ULEV125	California LEV-III ULEV125	KGMXT05.3382	standard SUV	3	11/15	16/21	13/17	3	No	491/513
CHEVROLET Tahoe 1500	5.3	8	Auto-6	4WD	Ethanol/Gas	FA	T3B125	Federal Tier 3 Bin 125	KGMXT05.3382	standard SUV	3	11/15	16/21	13/17	3	No	491/513
CHEVROLET Tahoe 1500	5.3	8	Auto-6	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KGMXT05.3384	standard SUV	3	15	21	17	3	No	513
CHEVROLET Tahoe 1500	5.3	8	Auto-6	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KGMXT05.3384	standard SUV	3	15	21	17	3	No	513
CHEVROLET Tahoe 1500	6.2	8	Auto-10	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KGMXT06.2374	standard SUV	3	14	23	17	3	No	517
CHEVROLET Tahoe 1500	6.2	8	Auto-10	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KGMXT06.2374	standard SUV	3	14	23	17	3	No	517
CHEVROLET Tahoe 1500	6.2	8	Auto-10	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KGMXT06.2374	standard SUV	3	14	22	17	3	No	527
CHEVROLET Tahoe 1500	6.2	8	Auto-10	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KGMXT06.2374	standard SUV	3	14	22	17	3	No	527
CHEVROLET Traverse	2	4	Auto-9	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXT02.0300	standard SUV	5	20	26	22	4	No	404
CHEVROLET Traverse	2	4	Auto-9	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXT02.0300	standard SUV	5	20	26	22	4	No	404
CHEVROLET Traverse	3.6	6	Auto-9	2WD	Gasoline	CA	L3ULEV50	California LEV-III ULEV50	KGMXT03.6151	standard SUV	6	18	27	21	4	No	420
CHEVROLET Traverse	3.6	6	Auto-9	2WD	Gasoline	FA	T3B50	Federal Tier 3 Bin 50	KGMXT03.6151	standard SUV	6	18	27	21	4	No	420
CHEVROLET Traverse	3.6	6	Auto-9	4WD	Gasoline	CA	L3ULEV50	California LEV-III ULEV50	KGMXT03.6151	standard SUV	6	17	25	20	4	No	438
CHEVROLET Traverse	3.6	6	Auto-9	4WD	Gasoline	FA	T3B50	Federal Tier 3 Bin 50	KGMXT03.6151	standard SUV	6	17	25	20	4	No	438
CHEVROLET Trax	1.4	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV01.4099	small SUV	5	26	31	28	6	No	316
CHEVROLET Trax	1.4	4	SemiAuto-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV01.4099	small SUV	5	26	31	28	6	No	316
CHEVROLET Trax	1.4	4	SemiAuto-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KGMXV01.4099	small SUV	5	24	29	26	5	No	344
CHEVROLET Trax	1.4	4	SemiAuto-6	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KGMXV01.4099	small SUV	5	24	29	26	5	No	344
CHEVROLET Volt	1.5	4	CVT	2WD	Gasoline/Electricity	CA	L3ULEV70	California LEV-III ULEV70	KGMXV01.5020	small car	5	43/117	42/102	42/110	10	Yes	48
CHEVROLET Volt	1.5	4	CVT	2WD	Gasoline/Electricity	FA	T3B70	Federal Tier 3 Bin 70	KGMXV01.5020	small car	5	43/117	42/102	42/110	10	Yes	48
CHEVROLET Volt	1.5	4	CVT	2WD	Gasoline/Electricity	CA	L3SULEV30	California LEV-III SULEV30	KGMXV01.5030	small car	7	43/117	42/102	42/110	10	Elite	48
CHEVROLET Volt	1.5	4	CVT	2WD	Gasoline/Electricity	FA	T3B30	Federal Tier 3 Bin 30	KGMXV01.5030	small car	7	43/117	42/102	42/110	10	Elite	48
CHRYSLER 300	3.6	6	Auto-8	2WD	Ethanol/Gas	FA	T3B110	Federal Tier 3 Transitional Bin 110	KCRXV03.65PB	large car	3	14/19	22/30	17/23	5	No	376/389
CHRYSLER 300	3.6	6	Auto-8	2WD	Gasoline	FA	T3B110	Federal Tier 3 Transitional Bin 110	KCRXV03.65P3	large car	3	19	30	23	5	No	389
CHRYSLER 300	3.6	6	Auto-8	4WD	Ethanol/Gas	FA	T3B110	Federal Tier 3 Transitional Bin 110	KCRXV03.65PB	large car	3	13/18	20/27	16/21	4	No	399/415
CHRYSLER 300	3.6	6	Auto-8	4WD	Gasoline	FA	T3B110	Federal Tier 3 Transitional Bin 110	KCRXV03.65P3	large car	3	18	27	21	4	No	415
CHRYSLER 300	5.7	8	Auto-8	2WD	Gasoline	FA	T3B110	Federal Tier 3 Transitional Bin 110	KCRXV05.75P3	large car	3	16	25	19	3	No	466
CHRYSLER Pacifica	3.6	6	Auto-9	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	KCRXT03.65P5	minivan	7	18	28	22	4	No	416
CHRYSLER Pacifica	3.6	6	Auto-9	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	KCRXT03.65P5	minivan	7	19	28	22	4	No	401
CHRYSLER Pacifica	3.6	6	Auto-9	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	KCRXT03.65P5	minivan	7	18	28	22	4	No	416
CHRYSLER Pacifica	3.6	6	Auto-9	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	KCRXT03.65P5	minivan	7	19	28	22	4	No	401
DODGE Challenger	3.6	6	Auto-8	2WD	Gasoline	FA	T3B110	Federal Tier 3 Transitional Bin 110	KCRXV03.65P3	midsize car	3	19	30	23	5	No	389
DODGE Challenger	5.7	8	Auto-8	2WD	Gasoline	FA	T3B110	Federal Tier 3 Transitional Bin 110	KCRXV05.75P3	midsize car	3	16	25	19	3	No	466
DODGE Challenger	5.7	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	KCRXV05.75P4	midsize car	1	15	23	18	3	No	494
DODGE Challenger	5.7	8	Man-6	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KCRXV05.75P4	midsize car	1	15	23	18	3	No	494
DODGE Challenger	6.4	8	Auto-8	2WD	Gasoline	CA	L2	California LEV-II LEV	KCRXV06.45P0	midsize car	1	15	24	18	3	No	498
DODGE Challenger	6.4	8	Auto-8	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KCRXV06.45P0	midsize car	1	15	24	18	3	No	498
DODGE Challenger	6.4	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	KCRXV06.45P0	midsize car	1	14	23	17	3	No	523
DODGE Challenger	6.4	8	Man-6	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KCRXV06.45P0	midsize car	1	14	23	17	3	No	523
DODGE Challenger GT	3.6	6	Auto-8	4WD	Gasoline	FA	T3B110	Federal Tier 3 Transitional Bin 110	KCRXV03.65P3	midsize car	3	18	27	21	4	No	415
DODGE Challenger SRT	6.2	8	Auto-8	2WD	Gasoline	CA	L2	California LEV-II LEV	KCRXV06.25P0	midsize car	1	13	22	16	2	No	546
DODGE Challenger SRT	6.2	8	Auto-8	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KCRXV06.25P0	midsize car	1	13	22	16	2	No	546
DODGE Challenger SRT	6.2	8	Man-6	2WD	Gasoline	CA	L2	California LEV-II LEV	KCRXV06.25P0	midsize car	1	13	21	16	2	No	567
DODGE Challenger SRT	6.2	8	Man-6	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KCRXV06.25P0	midsize car	1	13	21	16	2	No	567
DODGE Charger	3.6	6	Auto-8	2WD	Ethanol/Gas	FA	T3B110	Federal Tier 3 Transitional Bin 110	KCRXV03.65PB	large car	3	14/19	22/30	17/23	5	No	376/389
DODGE Charger	3.6	6	Auto-8	2WD	Gasoline	FA	T3B110	Federal Tier 3 Transitional Bin 110	KCRXV03.65P3	large car	3	19	30	23	5	No	389
DODGE Charger	3.6	6	Auto-8	4WD	Gasoline	FA	T3B110	Federal Tier 3 Transitional Bin 110	KCRXV03.65P3	large car	3	18	27	21	4	No	415
DODGE Charger	5.7	8	Auto-8	2WD	Gasoline	FA	T3B110	Federal Tier 3 Transitional Bin 110	KCRXV05.75P3	large car	3	16	25	19	3	No	466
DODGE Charger	6.4	8	Auto-8	2WD	Gasoline	CA	L2	California LEV-II LEV	KCRXV06.45P0	large car	1	15	24	18	3	No	498
DODGE Charger	6.4	8	Auto-8	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KCRXV06.45P0	large car	1	15	24	18	3	No	498
DODGE Charger SRT	6.2	8	Auto-8	2WD	Gasoline	CA	L2	California LEV-II LEV	KCRXV06.25P0	large car	1	13	22	16	2	No	546
DODGE Charger SRT	6.2	8	Auto-8	2WD	Gasoline	FA	T3B160	Federal Tier 3 Bin 160	KCRXV06.25P0	large car	1	13	22	16	2	No	546
DODGE Durango	3.6	6	Auto-8	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KCRXT03.65P0	standard SUV	5	19	26	21	4	No	414
DODGE Durango	3.6	6	Auto-8	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KCRXT03.65P0	standard SUV	5	19	26	21	4	No	414
DODGE Durango	3.6	6	Auto-8	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KCRXT03.65P0	standard SUV	5	18	25	21	4	No	427
DODGE Durango	3.6	6	Auto-8	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KCRXT03.65P0	standard SUV	5	18	25	21	4	No	427
DODGE Durango	5.7	8	Auto-8	2WD	Gasoline	FA	T3B110	Federal Tier 3 Transitional Bin 110	KCRXT05.75P2	standard SUV	3	14	22	17	3	No	525
DODGE Durango	5.7	8	Auto-8	4WD	Gasoline	FA	T3B110	Federal Tier 3 Transitional Bin 110	KCRXT05.75P2	standard SUV	3	14	22	17	3	No	533
DODGE Grand Caravan	3.6	6	Auto-6	2WD	Ethanol/Gas	FA	T3B110	Federal Tier 3 Transitional Bin 110	KCRXT03.65PC	minivan	3	12/17	18/25	14/20	4	No	440/445
FERRARI 488 Pista	3.9	8	AutoMan-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KFEXV03.9TUR	small car	3	15	20	17	3	No	524
FERRARI 488 Pista	3.9	8	AutoMan-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KFEXV03.9TUR	small car	3	15	20	17	3	No	524
FERRARI 488 Pista Spider	3.9	8	AutoMan-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KFEXV03.9TUR	small car	3	15	19	17	3	No	531
FERRARI 488 Pista Spider	3.9	8	AutoMan-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KFEXV03.9TUR	small car	3	15	19	17	3	No	531
FERRARI 488 Spider	3.9	8	AutoMan-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KFEXV03.9TUR	small car	3	15	22	18	3	No	501
FERRARI 488 Spider	3.9	8	AutoMan-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KFEXV03.9TUR	small car	3	16	22	18	3	No	495
FERRARI 488 Spider	3.9	8	AutoMan-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KFEXV03.9TUR	small car	3	15	22	18	3	No	501
FERRARI 488 Spider	3.9	8	AutoMan-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KFEXV03.9TUR	small car	3	16	22	18	3	No	495
FERRARI 488 gtb	3.9	8	AutoMan-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KFEXV03.9TUR	small car	3	15	22	18	3	No	501
FERRARI 488 gtb	3.9	8	AutoMan-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KFEXV03.9TUR	small car	3	16	22	18	3	No	495
FERRARI 488 gtb	3.9	8	AutoMan-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KFEXV03.9TUR	small car	3	15	22	18	3	No	501
FERRARI 488 gtb	3.9	8	AutoMan-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KFEXV03.9TUR	small car	3	16	22	18	3	No	495
FERRARI 812 Superfast	6.5	12	AutoMan-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KFEXV06.5GDI	small car	3	12	16	13	1	No	661
FERRARI 812 Superfast	6.5	12	AutoMan-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KFEXV06.5GDI	small car	3	12	16	13	1	No	661
FERRARI GTC4Lusso	6.3	12	AutoMan-7	4WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KFEXV06.5GDI	small car	3	12	17	13	1	No	661
FERRARI GTC4Lusso	6.3	12	AutoMan-7	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KFEXV06.5GDI	small car	3	12	17	13	1	No	661
FERRARI GTC4Lusso T	3.9	8	AutoMan-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KFEXV03.9TUR	small car	3	15	21	17	3	No	524
FERRARI GTC4Lusso T	3.9	8	AutoMan-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KFEXV03.9TUR	small car	3	15	21	17	3	No	524
FERRARI Portofino	3.9	8	AutoMan-7	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KFEXV03.9TUR	small car	3	16	22	18	3	No	485
FERRARI Portofino	3.9	8	AutoMan-7	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KFEXV03.9TUR	small car	3	16	22	18	3	No	485
FIAT 124 Spider	1.4	4	Auto-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KCRXJ01.45P0	small car	3	25	36	29	6	No	302
FIAT 124 Spider	1.4	4	Auto-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KCRXJ01.45P0	small car	3	25	36	29	6	No	302
FIAT 124 Spider	1.4	4	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KCRXJ01.45P0	small car	3	26	35	30	7	Yes	298
FIAT 124 Spider	1.4	4	Man-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KCRXJ01.45P0	small car	3	26	35	30	7	Yes	298
FIAT 500L	1.4	4	Auto-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KCRXJ01.45P0	station wagon	3	22	30	25	5	No	356
FIAT 500L	1.4	4	Auto-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KCRXJ01.45P0	station wagon	3	22	30	25	5	No	356
FORD Flex	3.5	6	SemiAuto-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KFMXV03.7VE8	standard SUV	3	16	23	19	3	No	468
FORD Flex	3.5	6	SemiAuto-6	2WD	Gasoline	CA	U2	California LEV-II ULEV	KFMXV03.7VE8	standard SUV	3	16	23	19	3	No	468
FORD Flex	3.5	6	SemiAuto-6	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KFMXJ03.5VEP	standard SUV	3	15	21	17	3	No	523
FORD Flex	3.5	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	KFMXJ03.5VEP	standard SUV	3	15	21	17	3	No	523
FORD Flex	3.5	6	SemiAuto-6	4WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KFMXV03.7VE8	standard SUV	3	16	22	18	3	No	494
FORD Flex	3.5	6	SemiAuto-6	4WD	Gasoline	CA	U2	California LEV-II ULEV	KFMXV03.7VE8	standard SUV	3	16	22	18	3	No	494
FORD Fusion	1.5	4	SemiAuto-6	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	KFMXV01.5VZ3	midsize car	7	23	34	27	6	No	327
FORD Fusion	1.5	4	SemiAuto-6	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	KFMXV01.5VZ3	midsize car	7	23	34	27	6	No	327
FORD Fusion	2	4	SemiAuto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KFMXV02.0VEN	midsize car	5	21	31	25	5	No	355
FORD Fusion	2	4	SemiAuto-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KFMXV02.0VEN	midsize car	5	21	31	25	5	No	355
FORD Fusion	2	4	SemiAuto-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KFMXV02.0VEN	midsize car	5	20	29	23	5	No	386
FORD Fusion	2	4	SemiAuto-6	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KFMXV02.0VEN	midsize car	5	20	29	23	5	No	386
FORD Fusion	2.5	4	Auto-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KFMXV02.5VEU	midsize car	5	21	31	25	5	No	361
FORD Fusion	2.5	4	Auto-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KFMXV02.5VEU	midsize car	5	21	31	25	5	No	361
FORD Fusion	2.7	6	SemiAuto-6	4WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KFMXV02.7VLM	midsize car	5	17	26	20	4	No	444
FORD Fusion	2.7	6	SemiAuto-6	4WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KFMXV02.7VLM	midsize car	5	17	26	20	4	No	444
FORD Fusion Energi Plug-in Hybrid	2	4	CVT	2WD	Gasoline/Electricity	CA	L3SULEV30	California LEV-III SULEV30	KFMXV02.0VZQ	midsize car	7	43/109	40/97	42/103	10	Elite	99
FORD Fusion Energi Plug-in Hybrid	2	4	CVT	2WD	Gasoline/Electricity	FA	T3B30	Federal Tier 3 Bin 30	KFMXV02.0VZQ	midsize car	7	43/109	40/97	42/103	10	Elite	99
FORD Fusion Hybrid	2	4	CVT	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	KFMXV02.0VZT	midsize car	7	43	41	42	9	Yes	212
FORD Fusion Hybrid	2	4	CVT	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	KFMXV02.0VZT	midsize car	7	43	41	42	9	Yes	212
FORD Fusion Hybrid Taxi	2	4	CVT	2WD	Gasoline	CA	L3SULEV30	California LEV-III SULEV30	KFMXV02.0VZT	midsize car	7	43	40	41	9	Yes	217
FORD Fusion Hybrid Taxi	2	4	CVT	2WD	Gasoline	FA	T3B30	Federal Tier 3 Bin 30	KFMXV02.0VZT	midsize car	7	43	40	41	9	Yes	217
FORD Mustang	2.3	4	Man-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KFMXV02.3VJY	small car	5	21	31	25	5	No	359
FORD Mustang	2.3	4	Man-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KFMXV02.3VJY	small car	5	21	31	25	5	No	359
FORD Mustang	2.3	4	SemiAuto-10	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KFMXV02.3VJY	small car	5	21	32	25	5	No	355
FORD Mustang	2.3	4	SemiAuto-10	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KFMXV02.3VJY	small car	5	21	32	25	5	No	355
FORD Mustang	5	8	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KFMXV05.0VKN	small car	3	15	24	18	3	No	490
FORD Mustang	5	8	Man-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KFMXV05.0VKN	small car	3	15	24	18	3	No	490
FORD Mustang	5	8	SemiAuto-10	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KFMXV05.0VKN	small car	3	16	25	19	3	No	471
FORD Mustang	5	8	SemiAuto-10	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KFMXV05.0VKN	small car	3	16	25	19	3	No	471
FORD Mustang Bullitt	5	8	Man-6	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KFMXV05.0VKN	small car	3	15	24	18	3	No	490
FORD Mustang Bullitt	5	8	Man-6	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KFMXV05.0VKN	small car	3	15	24	18	3	No	490
FORD Mustang Convertible	2.3	4	Man-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KFMXV02.3VJY	small car	5	20	28	23	5	No	385
FORD Mustang Convertible	2.3	4	Man-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KFMXV02.3VJY	small car	5	20	28	23	5	No	385
FORD Mustang Convertible	2.3	4	SemiAuto-10	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KFMXV02.3VJY	small car	5	20	28	23	5	No	389
FORD Mustang Convertible	2.3	4	SemiAuto-10	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KFMXV02.3VJY	small car	5	20	28	23	5	No	389
FORD Mustang Convertible	5	8	SemiAuto-10	2WD	Gasoline	CA	L3ULEV125	California LEV-III ULEV125	KFMXV05.0VKN	small car	3	15	24	18	3	No	491
FORD Mustang Convertible	5	8	SemiAuto-10	2WD	Gasoline	FA	T3B125	Federal Tier 3 Bin 125	KFMXV05.0VKN	small car	3	15	24	18	3	No	491
FORD Mustang Performance Package	2.3	4	Man-6	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KFMXV02.3VJY	small car	5	20	27	23	5	No	385
FORD Mustang Performance Package	2.3	4	Man-6	2WD	Gasoline	FA	T3B70	Federal Tier 3 Bin 70	KFMXV02.3VJY	small car	5	20	27	23	5	No	385
FORD Mustang Performance Package	2.3	4	SemiAuto-10	2WD	Gasoline	CA	L3ULEV70	California LEV-III ULEV70	KFMXV02.3VJY	small car	5	20	28	23	5	No	386
